"filename", "language", "JSON", "Markdown", "JavaScript", "PHP", "SCSS", "comment", "blank", "total"
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Providers\EventServiceProvider.php", "PHP", 0, 0, 0, 9, 0, 13, 6, 28
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Providers\RouteServiceProvider.php", "PHP", 0, 0, 0, 25, 0, 18, 8, 51
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Repositories\PermissionRepository.php", "PHP", 0, 0, 0, 27, 0, 0, 8, 35
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Repositories\RoleRepository.php", "PHP", 0, 0, 0, 27, 0, 0, 8, 35
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\AuthService.php", "PHP", 0, 0, 0, 78, 0, 0, 19, 97
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\PermissionService.php", "PHP", 0, 0, 0, 40, 0, 0, 12, 52
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\ReniecService.OLD.php", "PHP", 0, 0, 0, 231, 0, 72, 48, 351
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\Reniec\ReniecApiClient.php", "PHP", 0, 0, 0, 85, 0, 38, 23, 146
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\Reniec\ReniecCacheService.php", "PHP", 0, 0, 0, 81, 0, 49, 25, 155
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\Reniec\ReniecService.php", "PHP", 0, 0, 0, 73, 0, 55, 16, 144
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\Reniec\ReniecValidator.php", "PHP", 0, 0, 0, 17, 0, 24, 5, 46
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\RoleService.php", "PHP", 0, 0, 0, 47, 0, 0, 16, 63
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\SessionService.php", "PHP", 0, 0, 0, 127, 0, 45, 25, 197
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Services\TwoFactorService.php", "PHP", 0, 0, 0, 148, 0, 57, 47, 252
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\composer.json", "JSON", 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\config\config.php", "PHP", 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\config\reniec.php", "PHP", 0, 0, 0, 26, 0, 53, 12, 91
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\migrations\2024_01_01_000001_create_roles_table.php", "PHP", 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\migrations\2024_01_01_000002_create_permissions_table.php", "PHP", 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\migrations\2024_01_01_000003_create_role_permission_table.php", "PHP", 0, 0, 0, 22, 0, 0, 6, 28
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\migrations\2024_01_01_000004_create_user_sessions_table.php", "PHP", 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\migrations\2024_01_01_000005_create_login_attempts_table.php", "PHP", 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\migrations\2024_01_01_000006_create_password_resets_table.php", "PHP", 0, 0, 0, 25, 0, 0, 5, 30
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\AdminRRHHSeeder.php", "PHP", 0, 0, 0, 30, 0, 0, 6, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\ApplicantSeeder.php", "PHP", 0, 0, 0, 30, 0, 0, 6, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\AreaUserSeeder.php", "PHP", 0, 0, 0, 30, 0, 0, 6, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\AuthDatabaseSeeder.php", "PHP", 0, 0, 0, 17, 0, 6, 4, 27
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\JurySeeder.php", "PHP", 0, 0, 0, 30, 0, 0, 6, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\PermissionsTableSeeder.php", "PHP", 0, 0, 0, 141, 0, 40, 20, 201
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\RRHHReviewerSeeder.php", "PHP", 0, 0, 0, 30, 0, 0, 6, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\RolePermissionsSeeder.php", "PHP", 0, 0, 0, 217, 0, 71, 54, 342
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\RolesTableSeeder.php", "PHP", 0, 0, 0, 67, 0, 0, 5, 72
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\SuperAdminSeeder.php", "PHP", 0, 0, 0, 34, 0, 3, 7, 44
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\database\seeders\ViewerSeeder.php", "PHP", 0, 0, 0, 30, 0, 0, 6, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\module.json", "JSON", 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\package.json", "JSON", 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\assets\js\app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\assets\sass\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\components\layouts\master.blade.php", "PHP", 0, 0, 0, 23, 0, 0, 8, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\index.blade.php", "PHP", 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\login.blade.php", "PHP", 0, 0, 0, 169, 0, 0, 16, 185
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\passwords\email.blade.php", "PHP", 0, 0, 0, 51, 0, 0, 8, 59
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\passwords\reset.blade.php", "PHP", 0, 0, 0, 75, 0, 0, 11, 86
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\permissions\index.blade.php", "PHP", 0, 0, 0, 154, 0, 0, 8, 162
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\permissions\show.blade.php", "PHP", 0, 0, 0, 115, 0, 0, 12, 127
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\register.blade.php", "PHP", 0, 0, 0, 793, 0, 27, 73, 893
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\roles\create.blade.php", "PHP", 0, 0, 0, 148, 0, 1, 12, 161
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\roles\edit.blade.php", "PHP", 0, 0, 0, 171, 0, 1, 15, 187
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\roles\index.blade.php", "PHP", 0, 0, 0, 179, 0, 0, 10, 189
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\resources\views\roles\show.blade.php", "PHP", 0, 0, 0, 178, 0, 0, 15, 193
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\routes\api.php", "PHP", 0, 0, 0, 13, 0, 14, 8, 35
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\routes\web.php", "PHP", 0, 0, 0, 24, 0, 8, 9, 41
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\vite.config.js", "JavaScript", 0, 0, 23, 0, 0, 29, 6, 58
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\README.md", "Markdown", 0, 362, 0, 0, 0, 0, 114, 476
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Console\CasFreshConfigCommand.php", "PHP", 0, 0, 0, 27, 0, 18, 9, 54
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Console\Commands\CasFreshConfigCommand.php", "PHP", 0, 0, 0, 24, 0, 2, 10, 36
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Entities\ConfigGroup.php", "PHP", 0, 0, 0, 34, 0, 6, 8, 48
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Entities\ConfigHistory.php", "PHP", 0, 0, 0, 33, 0, 6, 9, 48
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Entities\SystemConfig.php", "PHP", 0, 0, 0, 97, 0, 24, 17, 138
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Enums\InputTypeEnum.php", "PHP", 0, 0, 0, 45, 0, 6, 5, 56
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Enums\ValueTypeEnum.php", "PHP", 0, 0, 0, 43, 0, 6, 5, 54
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Events\ConfigCacheCleared.php", "PHP", 0, 0, 0, 11, 0, 0, 5, 16
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Events\ConfigUpdated.php", "PHP", 0, 0, 0, 14, 0, 0, 5, 19
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Events\CriticalConfigChanged.php", "PHP", 0, 0, 0, 14, 0, 0, 5, 19
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Facades\Config.php", "PHP", 0, 0, 0, 10, 0, 18, 4, 32
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Http\Controllers\ConfigurationController.php", "PHP", 0, 0, 0, 121, 0, 36, 35, 192
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Http\Requests\StoreConfigGroupRequest.php", "PHP", 0, 0, 0, 63, 0, 12, 7, 82
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Http\Requests\UpdateConfigGroupRequest.php", "PHP", 0, 0, 0, 67, 0, 12, 8, 87
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Http\Requests\UpdateSystemConfigRequest.php", "PHP", 0, 0, 0, 42, 0, 16, 8, 66
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Http\Resources\ConfigGroupResource.php", "PHP", 0, 0, 0, 23, 0, 5, 4, 32
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Http\Resources\SystemConfigResource.php", "PHP", 0, 0, 0, 41, 0, 5, 4, 50
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Listeners\ClearConfigCache.php", "PHP", 0, 0, 0, 25, 0, 6, 7, 38
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Policies\ConfigurationPolicy.php", "PHP", 0, 0, 0, 38, 0, 15, 8, 61
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Providers\ConfigurationServiceProvider.php", "PHP", 0, 0, 0, 105, 0, 38, 30, 173
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Providers\EventServiceProvider.php", "PHP", 0, 0, 0, 9, 0, 13, 6, 28
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Providers\RouteServiceProvider.php", "PHP", 0, 0, 0, 25, 0, 18, 8, 51
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Repositories\ConfigRepository.php", "PHP", 0, 0, 0, 42, 0, 21, 11, 74
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Services\CacheService.php", "PHP", 0, 0, 0, 71, 0, 34, 23, 128
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Services\ConfigService.php", "PHP", 0, 0, 0, 182, 0, 50, 48, 280
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\app\Services\ValidationService.php", "PHP", 0, 0, 0, 146, 0, 36, 35, 217
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\composer.json", "JSON", 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\config\config.php", "PHP", 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\database\migrations\2024_01_05_000001_create_config_groups_table.php", "PHP", 0, 0, 0, 26, 0, 6, 5, 37
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\database\migrations\2024_01_05_000002_create_system_configs_table.php", "PHP", 0, 0, 0, 46, 0, 9, 10, 65
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\database\migrations\2024_01_05_000003_create_config_history_table.php", "PHP", 0, 0, 0, 37, 0, 6, 7, 50
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\database\seeders\ConfigGroupsTableSeeder.php", "PHP", 0, 0, 0, 79, 0, 3, 5, 87
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\database\seeders\ConfigurationDatabaseSeeder.php", "PHP", 0, 0, 0, 13, 0, 3, 4, 20
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\database\seeders\SystemConfigsTableSeeder.php", "PHP", 0, 0, 0, 550, 0, 3, 28, 581
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\module.json", "JSON", 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\package.json", "JSON", 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\assets\js\app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\assets\sass\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\views\components\config-input.blade.php", "PHP", 0, 0, 0, 155, 0, 0, 15, 170
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\views\components\layouts\master.blade.php", "PHP", 0, 0, 0, 23, 0, 0, 8, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\views\edit.blade.php", "PHP", 0, 0, 0, 196, 0, 0, 17, 213
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\views\history.blade.php", "PHP", 0, 0, 0, 144, 0, 0, 14, 158
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\resources\views\index.blade.php", "PHP", 0, 0, 0, 104, 0, 0, 11, 115
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\routes\api.php", "PHP", 0, 0, 0, 6, 0, 0, 3, 9
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\routes\web.php", "PHP", 0, 0, 0, 12, 0, 12, 10, 34
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Configuration\vite.config.js", "JavaScript", 0, 0, 23, 0, 0, 29, 6, 58
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\README.md", "Markdown", 0, 85, 0, 0, 0, 0, 30, 115
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Casts\ExperienceDurationCast.php", "PHP", 0, 0, 0, 27, 0, 4, 8, 39
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\DTOs\FilterDTO.php", "PHP", 0, 0, 0, 40, 0, 5, 11, 56
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\DTOs\PaginationDTO.php", "PHP", 0, 0, 0, 43, 0, 5, 6, 54
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\DTOs\SortDTO.php", "PHP", 0, 0, 0, 38, 0, 5, 9, 52
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Entities\BaseModel.php", "PHP", 0, 0, 0, 46, 0, 52, 16, 114
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Entities\BaseSoftDelete.php", "PHP", 0, 0, 0, 37, 0, 38, 13, 88
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Enums\StatusEnum.php", "PHP", 0, 0, 0, 49, 0, 0, 9, 58
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Enums\YesNoEnum.php", "PHP", 0, 0, 0, 33, 0, 0, 8, 41
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Exceptions\BusinessRuleException.php", "PHP", 0, 0, 0, 20, 0, 5, 5, 30
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Exceptions\CoreException.php", "PHP", 0, 0, 0, 20, 0, 5, 6, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Exceptions\NotFoundException.php", "PHP", 0, 0, 0, 20, 0, 5, 5, 30
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Exceptions\UnauthorizedException.php", "PHP", 0, 0, 0, 20, 0, 5, 5, 30
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Exceptions\ValidationException.php", "PHP", 0, 0, 0, 26, 0, 5, 7, 38
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Helpers\ArrayHelper.php", "PHP", 0, 0, 0, 71, 0, 5, 19, 95
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Helpers\DateHelper.php", "PHP", 0, 0, 0, 81, 0, 5, 24, 110
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Helpers\NumberHelper.php", "PHP", 0, 0, 0, 55, 0, 5, 17, 77
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Helpers\StringHelper.php", "PHP", 0, 0, 0, 62, 0, 5, 17, 84
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Http\Controllers\CoreController.php", "PHP", 0, 0, 0, 26, 0, 21, 10, 57
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Providers\CoreServiceProvider.php", "PHP", 0, 0, 0, 99, 0, 34, 28, 161
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Providers\EventServiceProvider.php", "PHP", 0, 0, 0, 9, 0, 13, 6, 28
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Providers\RouteServiceProvider.php", "PHP", 0, 0, 0, 25, 0, 18, 8, 51
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Repositories\BaseRepository.php", "PHP", 0, 0, 0, 99, 0, 137, 26, 262
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Repositories\CacheRepository.php", "PHP", 0, 0, 0, 102, 0, 140, 27, 269
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Services\BaseService.php", "PHP", 0, 0, 0, 36, 0, 47, 10, 93
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Services\EncryptionService.php", "PHP", 0, 0, 0, 38, 0, 42, 9, 89
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Services\FileService.php", "PHP", 0, 0, 0, 84, 0, 97, 23, 204
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Services\ValidationService.php", "PHP", 0, 0, 0, 79, 0, 103, 22, 204
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\Exportable.php", "PHP", 0, 0, 0, 36, 0, 26, 11, 73
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\Filterable.php", "PHP", 0, 0, 0, 54, 0, 47, 12, 113
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\HasMetadata.php", "PHP", 0, 0, 0, 60, 0, 58, 12, 130
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\HasStatus.php", "PHP", 0, 0, 0, 64, 0, 61, 16, 141
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\HasUuid.php", "PHP", 0, 0, 0, 22, 0, 20, 6, 48
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\Searchable.php", "PHP", 0, 0, 0, 29, 0, 19, 7, 55
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\Traits\Sortable.php", "PHP", 0, 0, 0, 32, 0, 26, 11, 69
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\ValueObjects\DNI.php", "PHP", 0, 0, 0, 41, 0, 51, 12, 104
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\ValueObjects\DateRange.php", "PHP", 0, 0, 0, 97, 0, 119, 23, 239
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\ValueObjects\Email.php", "PHP", 0, 0, 0, 42, 0, 55, 12, 109
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\ValueObjects\ExperienceDuration.php", "PHP", 0, 0, 0, 51, 0, 8, 16, 75
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\ValueObjects\Money.php", "PHP", 0, 0, 0, 99, 0, 114, 26, 239
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\app\ValueObjects\PhoneNumber.php", "PHP", 0, 0, 0, 49, 0, 64, 16, 129
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\composer.json", "JSON", 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\config\config.php", "PHP", 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\database\seeders\CoreDatabaseSeeder.php", "PHP", 0, 0, 0, 9, 0, 4, 4, 17
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\module.json", "JSON", 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\package.json", "JSON", 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\resources\assets\js\app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\resources\assets\sass\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\resources\views\components\layouts\master.blade.php", "PHP", 0, 0, 0, 23, 0, 0, 8, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\resources\views\index.blade.php", "PHP", 0, 0, 0, 4, 0, 0, 2, 6
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\routes\api.php", "PHP", 0, 0, 0, 6, 0, 0, 3, 9
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\routes\web.php", "PHP", 0, 0, 0, 6, 0, 0, 3, 9
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Core\vite.config.js", "JavaScript", 0, 0, 23, 0, 0, 29, 6, 58
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Document\README.md", "Markdown", 0, 232, 0, 0, 0, 0, 68, 300
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Document\app\Console\Commands\RegenerateApprovedJobProfileDocuments.php", "PHP", 0, 0, 0, 426, 0, 52, 84, 562
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Document\app\Console\Commands\RegenerateConvocatoriaDocument.php", "PHP", 0, 0, 0, 89, 0, 10, 27, 126
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Document\app\Console\Commands\UpdateConvocatoriaDocumentData.php", "PHP", 0, 0, 0, 155, 0, 9, 35, 199
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Document\app\Entities\DigitalSignature.php", "PHP", 0, 0, 0, 118, 0, 4, 21, 143
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Document\app\Entities\DocumentAudit.php", "PHP", 0, 0, 0, 84, 0, 4, 14, 102
